next,productId,year,month,units,avg,count,max,min,prev
19820,20252,2021,4,16334,4083,4,10310,76,4804
6491,20252,2021,6,19820,2831,7,12404,7,16334
919,20252,2021,7,6491,3245,2,6195,296,19820
8649,20252,2021,8,919,306,3,595,108,6491
17479,20270,2021,2,61315,8759,7,43560,516,17305
36309,20270,2021,3,17479,2184,8,6129,102,61315
2772,20270,2021,4,36309,9077,4,26311,180,17479
26395,20270,2021,6,2772,924,3,2156,155,36309
10643,20270,2021,7,26395,6598,4,19263,47,2772
6809,20271,2021,2,12337,4112,3,10207,46,2660
19428,20271,2021,3,6809,1702,4,4730,22,12337
23510,20271,2021,5,19428,2428,8,10130,169,6809
3220,20271,2021,6,23510,3918,6,12510,30,19428
41306,20271,2021,7,3220,1610,2,3044,176,23510
513,20271,2021,8,41306,5163,8,14381,217,3220
2036,20277,2021,2,90,90,1,90,90,3792
1570,20277,2021,3,2036,678,3,1743,33,90
2525,20277,2021,4,1570,785,2,1554,16,2036
772,20277,2021,6,2525,631,4,1550,50,1570
5634,20171,2021,3,1743,348,5,1223,24,4987
4470,20171,2021,4,5634,1126,5,4874,7,1743
3720,20171,2021,5,4470,4470,1,4470,4470,5634
7,20171,2021,6,3720,3720,1,3720,3720,4470
278,20171,2021,8,7,7,1,7,7,3720
10020,20173,2021,2,6174,6174,1,6174,6174,37
4140,20173,2021,3,10020,2505,4,4114,695,6174
6109,20173,2021,5,4140,4140,1,4140,4140,10020
12970,20177,2021,2,22248,5562,4,14930,265,4803
9384,20177,2021,3,12970,1441,9,4980,12,22248
36146,20177,2021,4,9384,1876,5,4400,28,12970
24869,20177,2021,5,36146,4016,9,11180,1243,9384
2846,20177,2021,6,24869,2072,12,11748,35,36146
17834,20177,2021,7,2846,948,3,1993,77,24869
802,20177,2021,8,17834,4458,4,9938,1038,2846
6113,20178,2021,2,48948,4079,12,18476,16,12878
14188,20178,2021,3,6113,873,7,3061,44,48948
39845,20178,2021,4,14188,7094,2,12446,1742,6113
27111,20178,2021,5,39845,4427,9,12060,40,14188
12567,20178,2021,6,27111,2464,11,9320,16,39845
9340,20178,2021,7,12567,2513,5,7579,51,27111
25451,20178,2021,8,9340,4670,2,6200,3140,12567
7030,20179,2021,2,9249,3083,3,8009,2,3885
2291,20179,2021,3,7030,1171,6,2467,2,9249
14360,20179,2021,4,2291,572,4,1243,20,7030
5838,20179,2021,5,14360,2872,5,6202,32,2291
2709,20179,2021,6,5838,1459,4,3740,65,14360
9163,20179,2021,7,2709,1354,2,2486,223,5838
5711,20180,2021,3,1724,574,3,1555,2,3100
2148,20180,2021,4,5711,2855,2,3096,2615,1724
4716,20180,2021,5,2148,2148,1,2148,2148,5711
6226,20180,2021,6,4716,1179,4,3106,21,2148
1096,20180,2021,7,6226,3113,2,6213,13,4716
3731,20181,2021,2,401,401,1,401,401,2558
1556,20181,2021,3,3731,932,4,3141,31,401
295,20181,2021,4,1556,778,2,1394,162,3731
1539,20181,2021,5,295,295,1,295,295,1556
48,20181,2021,6,1539,769,2,1503,36,295
834,20182,2021,3,1650,1650,1,1650,1650,2596
4046,20182,2021,5,834,834,1,834,834,1650
2180,20182,2021,6,4046,2023,2,3033,1013,834
3895,20182,2021,8,2180,2180,1,2180,2180,4046
730,20186,2021,2,129,129,1,129,129,1998
730,20186,2021,3,730,730,1,730,730,129
30000,20188,2021,1,48212,16070,3,26004,4240,1924
29870,20188,2021,5,30000,30000,1,30000,30000,48212
50658,20188,2021,6,29870,7467,4,12374,4642,30000
80058,20191,2021,6,50947,12736,4,23788,1440,51100
14013,20194,2021,6,117682,29420,4,90706,1095,13000
52025,20194,2021,7,14013,14013,1,14013,14013,117682
8348,20196,2021,6,4020,2010,2,2020,2000,57960
6679,20205,2021,3,4863,1215,4,2420,17,611
24218,20205,2021,4,6679,1113,6,4243,302,4863
2438,20205,2021,6,24218,4843,5,11600,152,6679
9910,20205,2021,7,2438,2438,1,2438,2438,24218
2733,20205,2021,8,9910,1238,8,3052,144,2438
15691,20211,2021,3,39373,6562,6,25760,11,339
27345,20211,2021,4,15691,2241,7,8021,108,39373
1676,20211,2021,5,27345,3906,7,12120,1112,15691
1997,20211,2021,6,1676,279,6,793,30,27345
26540,20211,2021,7,1997,1997,1,1997,1997,1676
8568,20211,2021,8,26540,8846,3,26380,80,1997
344,20221,2021,4,7614,2538,3,4453,1101,2087
528,20221,2021,5,344,344,1,344,344,7614
345,20221,2021,6,528,264,2,344,184,344
692,20221,2021,7,345,345,1,345,345,528
5950,20223,2021,2,2980,745,4,1873,172,7542
8,20223,2021,3,5950,2975,2,5678,272,2980
12160,20223,2021,6,8,8,1,8,8,5950
8160,20223,2021,7,12160,12160,1,12160,12160,8
14164,20224,2021,2,9295,3098,3,7031,9,14122
4743,20224,2021,3,14164,2832,5,5620,256,9295
22647,20224,2021,4,4743,948,5,2146,180,14164
297,20224,2021,5,22647,4529,5,16485,268,4743
5949,20224,2021,6,297,297,1,297,297,22647
3795,20224,2021,7,5949,1983,3,3787,1076,297
134,20224,2021,8,3795,948,4,1900,34,5949
6032,20226,2021,4,4290,4290,1,4290,4290,5580
18314,20232,2021,2,35101,3191,11,17410,8,2745
6560,20232,2021,3,18314,2034,9,4948,21,35101
12483,20232,2021,4,6560,937,7,4540,44,18314
2878,20232,2021,5,12483,1783,7,4990,35,6560
6570,20232,2021,6,2878,359,8,1341,5,12483
3593,20232,2021,7,6570,3285,2,3896,2674,2878
1239,20232,2021,8,3593,1197,3,2520,260,6570
12352,20234,2021,2,41155,5144,8,24695,30,4106
7525,20234,2021,3,12352,1029,12,3092,6,41155
60817,20234,2021,4,7525,1505,5,4624,581,12352
774,20277,2021,8,772,772,1,772,772,2525
567,20278,2021,3,95,95,1,95,95,2242
21,20278,2021,4,567,567,1,567,567,95
974,20278,2021,5,21,21,1,21,21,567
555,20278,2021,6,974,243,4,390,91,21
2045,20278,2021,7,555,555,1,555,555,974
3038,20280,2021,3,16474,5491,3,9960,537,7305
27004,20280,2021,4,3038,1012,3,1994,36,16474
15115,20280,2021,5,27004,3857,7,12341,108,3038
2642,20280,2021,6,15115,2519,6,14268,2,27004
13767,20280,2021,7,2642,1321,2,1980,662,15115
341,20280,2021,8,13767,6883,2,11727,2040,2642
3669,20294,2021,2,803,803,1,803,803,2318
9107,20294,2021,3,3669,733,5,1620,41,803
16305,20294,2021,4,9107,4553,2,6056,3051,3669
61,20294,2021,6,16305,2717,6,5746,72,9107
3527,20295,2021,2,5534,1106,5,3942,6,108
4096,20295,2021,3,3527,587,6,1740,20,5534
5166,20295,2021,4,4096,819,5,1772,320,3527
19015,20295,2021,5,5166,861,6,2117,43,4096
10924,20302,2021,4,136,136,1,136,136,3494
12,20302,2021,6,10924,3641,3,5470,1,136
17907,20307,2021,2,62655,6265,10,16793,376,1250
2857,20307,2021,3,17907,2984,6,6094,451,62655
58706,20307,2021,4,2857,2857,1,2857,2857,17907
40573,20307,2021,5,58706,5870,10,24010,18,2857
9489,20307,2021,6,40573,3121,13,11384,13,58706
58080,20307,2021,7,9489,1355,7,4744,22,40573
32512,20307,2021,8,58080,4467,13,17442,12,9489
1580,20308,2021,2,4543,2271,2,4017,526,2055
34,20308,2021,3,1580,790,2,1488,92,4543
9049,20308,2021,5,34,34,1,34,34,1580
247,20308,2021,6,9049,4524,2,7527,1522,34
10,20317,2021,4,1001,500,2,802,199,52480
9811,20317,2021,7,10,10,1,10,10,1001
12562,20346,2021,3,25,25,1,25,25,250
748,20346,2021,4,12562,4187,3,8130,1382,25
6907,20346,2021,6,748,124,6,196,16,12562
2100,20346,2021,7,6907,1381,5,3682,460,748
1153,20346,2021,8,2100,700,3,1014,73,6907
6078,20351,2021,2,5030,5030,1,5030,5030,2530
3082,20351,2021,3,6078,6078,1,6078,6078,5030
2260,20351,2021,4,3082,3082,1,3082,3082,6078
14,20351,2021,5,2260,2260,1,2260,2260,3082
144,20362,2021,2,80,80,1,80,80,1684
38,20366,2021,2,1832,916,2,1810,22,22
26,20366,2021,6,38,38,1,38,38,1832
100,20378,2021,5,7795,7795,1,7795,7795,167
18,20381,2021,3,82,82,1,82,82,45
10746,20396,2021,3,26173,3739,7,8513,132,24505
2462,20396,2021,4,10746,2686,4,7177,277,26173
9,20396,2021,6,2462,1231,2,2038,424,10746
9494,20396,2021,7,9,9,1,9,9,2462
12539,20400,2021,2,7775,7775,1,7775,7775,18061
60752,20400,2021,3,12539,4179,3,8550,1993,7775
14667,20400,2021,4,60752,4339,14,21419,33,12539
24739,20400,2021,5,14667,2095,7,5997,265,60752
6367,20400,2021,6,24739,12369,2,14738,10001,14667
18990,20400,2021,7,6367,1273,5,2005,11,24739
34238,20400,2021,8,18990,2110,9,8371,33,6367
28156,20434,2021,2,24620,2462,10,5877,3,11883
16615,20434,2021,3,28156,3519,8,15800,70,24620
10335,20434,2021,4,16615,3323,5,8020,10,28156
9657,20434,2021,5,10335,3445,3,8083,232,16615
70,20434,2021,6,9657,2414,4,8063,23,10335
116,20434,2021,7,70,70,1,70,70,9657
1674,20434,2021,8,116,116,1,116,116,70
550,20445,2021,3,6472,3236,2,6186,286,4487
60,20445,2021,4,550,550,1,550,550,6472
7,20445,2021,6,60,60,1,60,60,550
4676,20445,2021,7,7,7,1,7,7,60
5828,20447,2021,2,3012,3012,1,3012,3012,2728
56,20452,2021,2,2454,2454,1,2454,2454,4574
37,20452,2021,6,56,56,1,56,56,2454
19847,20461,2021,2,6098,6098,1,6098,6098,29228
264,20461,2021,3,19847,2835,7,10355,374,6098
12280,20461,2021,4,264,264,1,264,264,19847
16932,20461,2021,5,12280,3070,4,10160,66,264
5140,20461,2021,8,16932,3386,5,10240,69,12280
23366,20473,2021,2,19688,3937,5,6084,109,39161
15,20473,2021,3,23366,7788,3,11458,1986,19688
13306,20473,2021,4,15,15,1,15,15,23366
17920,20473,2021,5,13306,4435,3,10090,1234,15
20128,20473,2021,6,17920,2560,7,8125,45,13306
608,20473,2021,7,20128,3354,6,11944,12,17920
26447,20473,2021,8,608,121,5,264,24,20128
10183,20475,2021,2,4840,1613,3,4743,25,1982
1742,20475,2021,3,10183,2036,5,4820,149,4840
4695,20234,2021,5,60817,4344,14,19309,239,7525
7480,20234,2021,6,4695,2347,2,4636,59,60817
10928,20234,2021,8,7480,7480,1,7480,7480,4695
25204,20237,2021,2,44456,4939,9,22684,1023,23187
2822,20237,2021,3,25204,4200,6,16636,382,44456
30872,20237,2021,4,2822,2822,1,2822,2822,25204
36284,20237,2021,5,30872,6174,5,18756,76,2822
3372,20237,2021,6,36284,5183,7,21680,26,30872
10274,20237,2021,7,3372,1686,2,3230,142,36284
10440,20237,2021,8,10274,1712,6,6416,307,3372
1508,20239,2021,2,3459,1729,2,2050,1409,2894
416,20239,2021,3,1508,754,2,1344,164,3459
26,20239,2021,6,416,208,2,354,62,1508
110809,20243,2021,2,45248,3770,12,8238,3,9908
15267,20243,2021,3,110809,9234,12,44760,307,45248
40777,20243,2021,4,15267,1387,11,8649,9,110809
27405,20243,2021,5,40777,5097,8,21950,217,15267
70064,20243,2021,6,27405,3045,9,8463,5,40777
11698,20243,2021,7,70064,14012,5,41040,8,27405
2999,20243,2021,8,11698,1671,7,3746,78,70064
5,20244,2021,3,6131,1532,4,3023,1036,14207
3335,20250,2021,2,3298,1649,2,3282,16,2517
1211,20250,2021,3,3335,667,5,1215,253,3298
59,20250,2021,4,1211,1211,1,1211,1211,3335
2546,20250,2021,5,59,29,2,42,17,1211
818,20250,2021,6,2546,848,3,1306,25,59
2056,20250,2021,7,818,818,1,818,818,2546
3685,20267,2021,2,1072,536,2,1038,34,4459
955,20267,2021,3,3685,737,5,1588,34,1072
34,20267,2021,4,955,238,4,384,8,3685
9172,20272,2021,3,27096,3387,8,8000,75,13243
336,20272,2021,4,9172,2293,4,6697,70,27096
2627,20272,2021,5,336,336,1,336,336,9172
7554,20272,2021,6,2627,875,3,2000,17,336
19449,20272,2021,7,7554,3777,2,7471,83,2627
7859,20272,2021,8,19449,2431,8,6712,78,7554
6803,20273,2021,3,11011,2202,5,6707,74,19868
8,20273,2021,4,6803,3401,2,3466,3337,11011
4110,20273,2021,6,8,8,1,8,8,6803
253,20274,2021,4,4987,4987,1,4987,4987,8745
14699,20274,2021,6,253,253,1,253,253,4987
10823,20290,2021,6,31630,7907,4,15147,2010,42700
114,20296,2021,3,10066,5033,2,6070,3996,7926
596,20296,2021,6,114,114,1,114,114,10066
6216,20296,2021,8,596,298,2,494,102,114
2043,20297,2021,7,2109,1054,2,2103,6,11073
984,20327,2021,2,1049,1049,1,1049,1049,8534
5633,20327,2021,3,984,492,2,554,430,1049
17112,20327,2021,5,5633,1877,3,5010,30,984
9684,20327,2021,6,17112,1316,13,9820,4,5633
18057,20327,2021,7,9684,1076,9,3222,185,17112
186,20327,2021,8,18057,3611,5,11844,70,9684
5209,20354,2021,2,7975,2658,3,6160,835,6105
8530,20354,2021,3,5209,1041,5,3070,326,7975
909,20354,2021,4,8530,1421,6,4138,332,5209
1049,20354,2021,5,909,227,4,355,111,8530
2451,20354,2021,6,1049,209,5,439,90,909
4920,20354,2021,7,2451,612,4,1016,110,1049
8063,20355,2021,3,3964,3964,1,3964,3964,16120
10156,20355,2021,6,8063,8063,1,8063,8063,3964
4025,20355,2021,7,10156,5078,2,6101,4055,8063
5560,20387,2021,6,2060,2060,1,2060,2060,2048
19920,20388,2021,1,2700,2700,1,2700,2700,1950
8683,20388,2021,5,19920,6640,3,7940,5980,2700
18896,20388,2021,6,8683,1736,5,6564,9,19920
24084,20388,2021,7,18896,2699,7,5866,36,8683
34,20388,2021,8,24084,3010,8,13972,19,18896
4,20389,2021,3,5475,2737,2,3650,1825,8075
20506,20389,2021,6,4,4,1,4,4,5475
2970,20401,2021,2,740,740,1,740,740,740
2050,20401,2021,7,2970,2970,1,2970,2970,740
61099,20409,2021,2,25924,2356,11,9226,41,28481
317,20409,2021,3,61099,5091,12,29440,15,25924
44558,20409,2021,4,317,79,4,182,7,61099
7849,20409,2021,5,44558,14852,3,21418,4680,317
8129,20409,2021,6,7849,2616,3,7720,4,44558
63891,20409,2021,7,8129,2032,4,6100,12,7849
204,20409,2021,8,63891,10648,6,37056,57,8129
6436,20427,2021,2,14,14,1,14,14,6202
5862,20427,2021,3,6436,3218,2,6048,388,14
11,20427,2021,4,5862,5862,1,5862,5862,6436
19288,20440,2021,2,12439,2073,6,5922,38,3109
4326,20440,2021,3,19288,1753,11,10572,2,12439
10348,20440,2021,4,4326,721,6,1166,16,19288
6279,20440,2021,5,10348,5174,2,10090,258,4326
13626,20440,2021,6,6279,1569,4,3940,35,10348
2689,20440,2021,7,13626,6813,2,7940,5686,6279
1182,20459,2021,3,4255,1418,3,2564,254,6238
411,20459,2021,4,1182,1182,1,1182,1182,4255
1532,20459,2021,5,411,411,1,411,411,1182
4513,20459,2021,7,1532,766,2,1432,100,411
1439,20467,2021,5,149,149,1,149,149,4057
4776,20467,2021,7,1439,479,3,1436,1,149
1316,20476,2021,3,6901,6901,1,6901,6901,3980
313,20476,2021,4,1316,658,2,1161,155,6901
2597,20478,2021,2,6106,3053,2,4066,2040,10130
8274,20478,2021,3,2597,1298,2,2038,559,6106
4081,20478,2021,4,8274,2758,3,4060,2046,2597
4,20478,2021,6,4081,2040,2,2173,1908,8274
24,20483,2021,7,4354,2177,2,4339,15,11900
8448,20507,2021,3,23473,3353,7,8276,793,25146
1023,20507,2021,4,8448,1689,5,4985,225,23473
674,20507,2021,6,1023,511,2,627,396,8448
490,20507,2021,7,674,337,2,562,112,1023
20152,20508,2021,2,20122,2235,9,6050,301,2877
35,20508,2021,3,20152,4030,5,17097,177,20122
20636,20508,2021,4,35,35,1,35,35,20152
20482,20508,2021,5,20636,20636,1,20636,20636,35
11719,20511,2021,7,14659,4886,3,12518,302,190
899,20511,2021,8,11719,3906,3,5346,2124,14659
4930,20512,2021,2,9168,1833,5,3970,0,7930
13991,20512,2021,3,4930,1643,3,4728,13,9168
3612,20512,2021,5,13991,1554,9,3368,94,4930
1020,20512,2021,6,3612,602,6,1123,166,13991
2053,20512,2021,7,1020,1020,1,1020,1020,3612
12244,20517,2021,5,777,259,3,413,2,8294
6099,20517,2021,6,12244,1530,8,4800,36,777
11234,20522,2021,2,8741,2185,4,4423,12,1014
969,20522,2021,3,11234,2246,5,4985,133,8741
5317,20522,2021,4,969,969,1,969,969,11234
3936,20522,2021,5,5317,2658,2,2668,2649,969
9246,20522,2021,6,3936,656,6,1780,43,5317
21130,20533,2021,3,27,27,1,27,27,2169
553,20533,2021,4,21130,5282,4,11100,1030,27
3243,20533,2021,5,553,553,1,553,553,21130
1853,20533,2021,6,3243,810,4,2000,389,553
1665,20533,2021,7,1853,617,3,941,20,3243
30039,20557,2021,3,25462,3637,7,12588,100,9580
5076,20557,2021,4,30039,5006,6,28404,0,25462
44223,20557,2021,6,5076,1692,3,2196,825,30039
510,20557,2021,7,44223,4422,10,14214,0,5076
6502,20563,2021,2,426,142,3,237,47,141
5226,20563,2021,3,6502,812,8,2150,100,426
327,20563,2021,4,5226,1306,4,1972,188,6502
3317,20563,2021,5,327,163,2,187,140,5226
1078,20563,2021,6,3317,829,4,1970,137,327
4466,20563,2021,7,1078,269,4,703,94,3317
379,20563,2021,8,4466,638,7,1989,47,1078
3736,20579,2021,4,2360,2360,1,2360,2360,420
9659,20579,2021,5,3736,747,5,3060,62,2360
869,20579,2021,6,9659,1073,9,3090,30,3736
7055,20579,2021,7,869,217,4,642,10,9659
380,20588,2021,3,3299,824,4,1849,153,10136
1987,20591,2021,6,9833,9833,1,9833,9833,26750
1776,20592,2021,2,444,444,1,444,444,6864
14027,20599,2021,4,65,65,1,65,65,2025
5053,20599,2021,5,14027,2003,7,4322,13,65
5327,20599,2021,7,5053,2526,2,5000,53,14027
3509,20599,2021,8,5327,761,7,2010,361,5053
337,20613,2021,3,6399,3199,2,5928,471,538
4446,20613,2021,4,337,168,2,269,68,6399
541,20613,2021,6,4446,1111,4,2021,67,337
405,20613,2021,7,541,541,1,541,541,4446
8568,20622,2021,6,3170,3170,1,3170,3170,2898
4746,20646,2021,3,107,107,1,107,107,6802
4088,20646,2021,4,4746,4746,1,4746,4746,107
16720,20646,2021,5,4088,4088,1,4088,4088,4746
5015,20646,2021,6,16720,3344,5,8150,1016,4088
1443,20669,2021,2,12098,3024,4,5935,-183,5917
13044,20669,2021,6,1443,721,2,1441,2,12098
1991,20670,2021,3,21754,10877,2,11780,9974,13219
12318,20670,2021,4,1991,663,3,1981,0,21754
10980,20670,2021,5,12318,12318,1,12318,12318,1991
236,20685,2021,3,44,44,1,44,44,236
12,20685,2021,4,236,236,1,236,236,44
4704,20685,2021,7,12,12,1,12,12,236
11,20685,2021,8,4704,784,6,3687,32,12
2051,20686,2021,5,8388,4194,2,4195,4193,9
2051,20686,2021,6,2051,2051,1,2051,2051,8388
946,20688,2021,2,1085,1085,1,1085,1085,6273
583,20688,2021,3,946,946,1,946,946,1085
6080,20688,2021,4,583,583,1,583,583,946
138,20688,2021,5,6080,6080,1,6080,6080,583
4085,20688,2021,6,138,69,2,135,3,6080
8335,20695,2021,6,2887,1443,2,2223,664,9826
6110,20695,2021,7,8335,2778,3,4179,2074,2887
2901,20475,2021,4,1742,435,4,1271,99,10183
2000,20481,2021,2,1035,1035,1,1035,1035,1895
13068,20481,2021,3,2000,2000,1,2000,2000,1035
4356,20481,2021,4,13068,1866,7,5884,90,2000
4480,20481,2021,7,4356,1089,4,3007,120,13068
672,20481,2021,8,4480,1120,4,2118,154,4356
48922,20492,2021,3,15266,3053,5,9072,43,43774
16273,20492,2021,4,48922,9784,5,33313,346,15266
10081,20492,2021,5,16273,2324,7,9930,260,48922
8107,20492,2021,6,10081,3360,3,6134,170,16273
14490,20492,2021,7,8107,2026,4,4052,949,10081
3735,20502,2021,2,526,263,2,459,67,2732
3478,20502,2021,3,3735,933,4,1590,170,526
25894,20502,2021,4,3478,695,5,1210,417,3735
2951,20502,2021,5,25894,3236,8,12980,54,3478
8026,20502,2021,6,2951,1475,2,2166,785,25894
1000,20502,2021,8,8026,1146,7,4004,4,2951
3693,20514,2021,3,1981,1981,1,1981,1981,1969
3327,20514,2021,4,3693,1231,3,3020,205,1981
72,20514,2021,5,3327,3327,1,3327,3327,3693
8375,20514,2021,6,72,72,1,72,72,3327
410,20515,2021,6,216,216,1,216,216,3950
575,20521,2021,7,8,8,1,8,8,8
14346,20523,2021,6,30355,10118,3,29722,211,7300
3080,20540,2021,3,2364,788,3,1078,208,6068
6200,20540,2021,4,3080,3080,1,3080,3080,2364
9400,20540,2021,5,6200,3100,2,3120,3080,3080
104,20540,2021,6,9400,1566,6,6132,21,6200
21122,20553,2021,3,21,21,1,21,21,161
328,20553,2021,5,21122,7040,3,21035,33,21
469,20565,2021,6,10257,1709,6,4100,27,6223
950,20565,2021,8,469,234,2,391,78,10257
10418,20572,2021,2,7881,1970,4,5275,404,2088
4388,20572,2021,3,10418,1488,7,4292,368,7881
7,20572,2021,4,4388,1097,4,1701,486,10418
3044,20572,2021,6,7,7,1,7,7,4388
15464,20575,2021,4,13371,4457,3,7320,2989,7088
2563,20575,2021,5,15464,5154,3,7715,2594,13371
45,20590,2021,3,7,7,1,7,7,115
8258,20590,2021,4,45,45,1,45,45,7
147,20590,2021,5,8258,1651,5,2818,39,45
2936,20590,2021,7,147,73,2,115,32,8258
457,20600,2021,4,909,454,2,760,149,4436
23628,20600,2021,5,457,457,1,457,457,909
8065,20600,2021,6,23628,2953,8,10500,77,457
4575,20600,2021,7,8065,2016,4,5226,77,23628
2373,20615,2021,3,1434,717,2,1406,28,6554
6359,20615,2021,5,2373,2373,1,2373,2373,1434
266,20615,2021,6,6359,2119,3,6192,15,2373
3957,20615,2021,7,266,266,1,266,266,6359
2666,20615,2021,8,3957,791,5,1998,9,266
19783,20617,2021,2,18282,3656,5,12020,30,16742
3072,20617,2021,3,19783,4945,4,12700,5,18282
13960,20617,2021,4,3072,3072,1,3072,3072,19783
19751,20617,2021,5,13960,3490,4,5980,20,3072
4405,20617,2021,6,19751,3950,5,8016,36,13960
19190,20617,2021,7,4405,4405,1,4405,4405,19751
3944,20617,2021,8,19190,9595,2,18020,1170,4405
4300,20642,2021,2,1027,1027,1,1027,1027,1398
5077,20654,2021,2,5077,5077,1,5077,5077,367
5152,20687,2021,4,6996,3498,2,4788,2208,184
32137,20687,2021,5,5152,5152,1,5152,5152,6996
1860,20687,2021,6,32137,4017,8,15178,183,5152
1268,20687,2021,7,1860,620,3,1104,205,32137
230,20687,2021,8,1268,211,6,370,2,1860
135,20689,2021,2,43145,14381,3,35574,2525,2175
75,20689,2021,3,135,135,1,135,135,43145
3370,20689,2021,4,75,75,1,75,75,135
2430,20689,2021,5,3370,3370,1,3370,3370,75
6711,20689,2021,6,2430,2430,1,2430,2430,3370
8802,20696,2021,7,363,181,2,341,22,21057
452,20696,2021,8,8802,1467,6,3192,50,363
15178,20697,2021,2,12807,3201,4,5177,543,542
11926,20697,2021,5,15178,7589,2,10824,4354,12807
460,20697,2021,6,11926,1325,9,4332,36,15178
194,20697,2021,7,460,153,3,352,36,11926
2051,20698,2021,5,4193,4193,1,4193,4193,3115
3710,20702,2021,4,7046,2348,3,6356,278,9688
2100,20702,2021,6,3710,1855,2,2060,1650,7046
12,20705,2021,3,2787,929,3,2620,5,300
720,20705,2021,4,12,12,1,12,12,2787
25362,20705,2021,5,720,720,1,720,720,12
7683,20705,2021,6,25362,5072,5,10576,6,720
6717,20705,2021,8,7683,2561,3,6722,480,25362
846,20738,2021,4,835,835,1,835,835,5565
1676,20738,2021,5,846,423,2,836,10,835
4177,20738,2021,6,1676,838,2,1543,133,846
3407,20739,2021,2,1394,1394,1,1394,1394,2945
3887,20711,2021,3,7823,3911,2,6990,833,2084
8240,20711,2021,4,3887,1295,3,3752,44,7823
4,20711,2021,6,8240,1648,5,4020,2,3887
4060,20711,2021,7,4,4,1,4,4,8240
14749,20736,2021,2,13540,3385,4,10274,165,6467
9523,20736,2021,3,14749,2949,5,10224,273,13540
1218,20736,2021,4,9523,2380,4,8076,164,14749
119,20736,2021,6,1218,1218,1,1218,1218,9523
708,20736,2021,7,119,119,1,119,119,1218
8944,20742,2021,3,8761,1460,6,3748,103,11823
24892,20742,2021,5,8944,4472,2,4480,4464,8761
8086,20742,2021,7,24892,3556,7,8122,71,8944
1015,20745,2021,6,483,483,1,483,483,2145
3565,20756,2021,5,2226,742,3,1302,146,6334
165,20756,2021,6,3565,3565,1,3565,3565,2226
424,20810,2021,2,180,180,1,180,180,70
8484,20818,2021,2,21,21,1,21,21,9723
551,20818,2021,3,8484,4242,2,4242,4242,21
326,20856,2021,3,326,326,1,326,326,363
706,20856,2021,4,326,326,1,326,326,326
1,20894,2021,4,7,7,1,7,7,1
6064,20899,2021,4,2057,2057,1,2057,2057,2896
9,20899,2021,5,6064,6064,1,6064,6064,2057
292,20899,2021,6,9,9,1,9,9,6064
5967,20906,2021,2,6731,3365,2,4743,1988,3980
517,20906,2021,3,5967,2983,2,5957,10,6731
3976,20906,2021,4,517,517,1,517,517,5967
16669,20906,2021,5,3976,3976,1,3976,3976,517
11435,20906,2021,6,16669,3333,5,6003,59,3976
4634,20906,2021,7,11435,2287,5,4143,135,16669
513,20906,2021,8,4634,4634,1,4634,4634,11435
2217,20925,2021,3,1466,733,2,1376,90,1992
339,20925,2021,4,2217,1108,2,1210,1007,1466
3906,20925,2021,5,339,169,2,288,51,2217
2170,20925,2021,7,3906,1953,2,2021,1885,339
1242,20925,2021,8,2170,542,4,1114,66,3906
1429,20926,2021,2,4470,2235,2,2430,2040,2090
707,20926,2021,3,1429,714,2,1381,48,4470
6,20926,2021,4,707,235,3,477,49,1429
1755,20926,2021,6,6,6,1,6,6,707
2175,20926,2021,7,1755,585,3,665,485,6
301,20926,2021,8,2175,725,3,1426,86,1755
8742,20927,2021,4,1513,378,4,658,133,8170
1373,20927,2021,5,8742,1248,7,4340,131,1513
867,20927,2021,8,1373,343,4,533,152,8742
8481,20928,2021,2,688,688,1,688,688,1292
4793,20928,2021,3,8481,1696,5,5172,55,688
7807,20928,2021,4,4793,4793,1,4793,4793,8481
12361,20928,2021,6,7807,1301,6,5597,73,4793
9447,20928,2021,7,12361,3090,4,11731,152,7807
936,20928,2021,8,9447,1180,8,5144,34,12361
5168,20931,2021,2,808,404,2,788,20,4068
318,20931,2021,3,5168,861,6,2374,162,808
2912,20931,2021,4,318,318,1,318,318,5168
10798,20931,2021,5,2912,970,3,1892,67,318
4928,20931,2021,6,10798,2159,5,6344,4,2912
4148,20931,2021,7,4928,1642,3,3814,477,10798
477,20931,2021,8,4148,1037,4,3362,58,4928
3726,20934,2021,2,5420,2710,2,3396,2024,1898
105,20934,2021,3,3726,1863,2,2369,1357,5420
5632,20934,2021,5,105,52,2,71,34,3726
678,20934,2021,6,5632,1408,4,3328,167,105
4369,20934,2021,7,678,678,1,678,678,5632
349,20936,2021,2,6750,2250,3,5493,443,831
1402,20936,2021,3,349,116,3,188,16,6750
7162,20936,2021,6,1402,467,3,886,126,349
970,20953,2021,7,1346,448,3,1061,43,2481
6505,20987,2021,2,4764,1588,3,1833,1374,1249
1805,20987,2021,3,6505,2168,3,3099,312,4764
158,20989,2021,3,118,118,1,118,118,386
15392,20991,2021,2,1795,1795,1,1795,1795,48905
91,20991,2021,3,15392,15392,1,15392,15392,1795
472,20991,2021,4,91,91,1,91,91,15392
27773,20991,2021,6,472,236,2,389,83,91
57491,20991,2021,7,27773,13886,2,27683,90,472
1101,21010,2021,2,3149,3149,1,3149,3149,1191
1767,21010,2021,3,1101,367,3,971,36,3149
342,21010,2021,4,1767,1767,1,1767,1767,1101
712,21024,2021,3,2201,733,3,1049,442,2000
